soc_code,Task ID,importance_norm,importance,Task
17-2071.00,1348,0.72,3.88,"Design, implement, maintain, or improve electrical instruments, equipment, facilities, components, products, or systems for commercial, industrial, or domestic purposes."
17-2071.00,1365,0.72,3.88,"Conduct field surveys or study maps, graphs, diagrams, or other data to identify and correct power system problems."
17-2071.00,1350,0.695,3.78,"Direct or coordinate manufacturing, construction, installation, maintenance, support, documentation, or testing activities to ensure compliance with specifications, codes, or customer requirements."
17-2071.00,1363,0.6825,3.73,Compile data and write reports regarding existing or potential electrical engineering studies or projects.
17-2071.00,1351,0.66,3.64,"Perform detailed calculations to compute and establish manufacturing, construction, or installation standards or specifications."
17-2071.00,1357,0.6525,3.61,Oversee project production efforts to assure projects are completed on time and within budget.
17-2071.00,1353,0.625,3.5,Plan or implement research methodology or procedures to apply principles of electrical theory to engineering projects.
17-2071.00,1360,0.6125,3.45,Plan layout of electric power generating plants or distribution lines or stations.
17-2071.00,1354,0.6025,3.41,Prepare specifications for purchases of materials or equipment.
17-2071.00,1361,0.6,3.4,Assist in developing capital project programs for new equipment or major repairs.
17-2071.00,1355,0.585,3.34,"Supervise or train project team members, as necessary."
17-2071.00,1356,0.48750000000000004,2.95,Investigate or test vendors' or competitors' products.
17-2071.00,1364,0.485,2.94,"Collect data relating to commercial or residential development, population, or power system interconnection to determine operating efficiency of electrical systems."
17-2081.00,1374,0.78,4.12,Advise corporations or government agencies of procedures to follow in cleaning up contaminated sites to protect people and the environment.
17-2081.00,1368,0.7675000000000001,4.07,"Obtain, update, or maintain plans, permits, or standard operating procedures."
17-2081.00,1381,0.7675000000000001,4.07,"Serve as liaison with federal, state, or local agencies or officials on issues pertaining to solid or hazardous waste program requirements."
17-2081.00,1369,0.76,4.04,"Provide technical support for environmental remediation or litigation projects, including remediation system design or determination of regulatory applicability."
17-2081.00,1366,0.74,3.96,"Prepare, review, or update environmental investigation or recommendation reports."
17-2081.00,1379,0.73,3.92,"Develop site-specific health and safety protocols, such as spill contingency plans or methods for loading or transporting waste."
17-2081.00,1371,0.72,3.88,Inspect industrial or municipal facilities or programs to evaluate operational effectiveness or ensure compliance with environmental regulations.
17-2081.00,1373,0.695,3.78,Develop proposed project objectives and targets and report to management on progress in attaining them.
17-2081.00,1380,0.6575,3.63,"Coordinate or manage environmental protection programs or projects, assigning or evaluating work."
17-2081.00,1375,0.625,3.5,Advise industries or government agencies about environmental policies and standards.
17-2081.00,1370,0.61,3.44,Monitor progress of environmental improvement programs.
17-2081.00,1383,0.6075,3.43,Prepare hazardous waste manifests or land disposal restriction notifications.
17-2081.00,1377,0.595,3.38,"Assess the existing or potential environmental impact of land use projects on air, water, or land."
17-2081.00,1388,0.57,3.28,"Assess, sort, characterize, or pack known or unknown materials."
17-2081.00,1378,0.56,3.24,"Assist in budget implementation, forecasts, or administration."
17-2081.00,1390,0.5525,3.21,"Provide environmental engineering assistance in network analysis, regulatory analysis, or planning or reviewing database development."
17-2081.00,1376,0.5375,3.15,Inform company employees or other interested parties of environmental issues.
17-2081.00,1385,0.5375,3.15,Develop or present environmental compliance training or orientation sessions.
17-2081.00,1372,0.51,3.04,"Provide administrative support for projects by collecting data, providing project documentation, training staff, or performing other general administrative duties."
17-2112.00,1394,0.7225,3.89,Plan and establish sequence of operations to fabricate and assemble parts or products and to promote efficient utilization.
17-2112.00,1399,0.695,3.78,"Review production schedules, engineering specifications, orders, and related information to obtain knowledge of manufacturing methods, procedures, and activities."
17-2112.00,1398,0.6725,3.69,"Draft and design layout of equipment, materials, and workspace to illustrate maximum efficiency using drafting tools and computer."
17-2112.00,1400,0.665,3.66,Communicate with management and user personnel to develop production and design standards.
17-2112.00,1393,0.6625,3.65,"Recommend methods for improving utilization of personnel, material, and utilities."
17-2112.00,1392,0.655,3.62,"Develop manufacturing methods, labor utilization standards, and cost analysis systems to promote efficient staff and facility utilization."
17-2112.00,1391,0.65,3.6,Analyze statistical data and product specifications to determine standards and establish quality and reliability objectives of finished product.
17-2112.00,1410,0.635,3.54,Regulate and alter workflow schedules according to established manufacturing sequences and lead times to expedite production operations.
17-2112.00,1395,0.62,3.48,"Apply statistical methods and perform mathematical calculations to determine manufacturing processes, staff requirements, and production standards."
17-2112.00,1404,0.615,3.46,"Study operations sequence, material flow, functional statements, organization charts, and project information to determine worker functions and responsibilities."
17-2112.00,1408,0.6075,3.43,"Complete production reports, purchase orders, and material, tool, and equipment lists."
17-2112.00,1403,0.5925,3.37,Record or oversee recording of information to ensure currency of engineering drawings and documentation of production problems.
17-2112.00,1405,0.59,3.36,"Direct workers engaged in product measurement, inspection, and testing activities to ensure quality control and reliability."
17-2112.00,1407,0.585,3.34,Evaluate precision and accuracy of production and testing equipment and engineering drawings to formulate corrective action plan.
17-2112.00,1402,0.565,3.26,"Formulate sampling procedures and designs and develop forms and instructions for recording, evaluating, and reporting quality and reliability data."
17-2112.00,1406,0.535,3.14,"Implement methods and procedures for disposition of discrepant material and defective or damaged parts, and assess cost and responsibility."
17-2112.00,1409,0.5225,3.09,"Schedule deliveries based on production forecasts, material substitutions, storage and handling facilities, and maintenance requirements."
17-2141.00,1411,0.8700000000000001,4.48,"Read and interpret blueprints, technical drawings, schematics, or computer-generated reports."
17-2141.00,1412,0.7875000000000001,4.15,"Confer with engineers or other personnel to implement operating procedures, resolve system malfunctions, or provide technical information."
17-2141.00,1423,0.745,3.98,"Develop, coordinate, or monitor all aspects of production, including selection of manufacturing methods, fabrication, or operation of product designs."
17-2141.00,1421,0.7275,3.91,Recommend design modifications to eliminate machine or system malfunctions.
17-2141.00,1419,0.7175,3.87,"Oversee installation, operation, maintenance, or repair to ensure that machines or equipment are installed and functioning according to specifications."
17-2141.00,1420,0.6975,3.79,"Conduct research that tests or analyzes the feasibility, design, operation, or performance of equipment, components, or systems."
17-2141.00,1431,0.6625,3.65,Design test control apparatus or equipment or develop procedures for testing products.
17-2141.00,1418,0.66,3.64,Provide feedback to design engineers on customer problems or needs.
17-2141.00,1413,0.6575,3.63,"Research and analyze customer design proposals, specifications, manuals, or other data to evaluate the feasibility, cost, or maintenance requirements of designs or applications."
17-2141.00,1430,0.655,3.62,"Apply engineering principles or practices to emerging fields, such as robotics, waste management, or biomedical engineering."
17-2141.00,1429,0.65,3.6,Write performance requirements for product development or engineering projects.
17-3011.01,157,0.8500000000000001,4.4,"Operate computer-aided drafting (CAD) equipment or conventional drafting station to produce designs, working drawings, charts, forms, and records."
17-3011.01,158,0.845,4.38,"Coordinate structural, electrical, and mechanical designs and determine a method of presentation to graphically represent building plans."
17-3011.01,156,0.8200000000000001,4.28,"Analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs."
17-3011.01,161,0.7849999999999999,4.14,"Lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (CAD) equipment and software."
17-3011.01,160,0.7475,3.99,"Draw rough and detailed scale plans for foundations, buildings, and structures, based on preliminary concepts, sketches, engineering calculations, specification sheets, and other data."
17-3011.01,163,0.7375,3.95,"Represent architect on construction site, ensuring builder compliance with design specifications and advising on design corrections, under architect's supervision."
17-3011.01,164,0.7175,3.87,Check dimensions of materials to be used and assign numbers to lists of materials.
17-3011.01,162,0.715,3.86,"Supervise, coordinate, and inspect the work of draftspersons, technicians, and technologists on construction projects."
17-3011.01,165,0.69,3.76,"Determine procedures and instructions to be followed, according to design specifications and quantity of required materials."
17-3011.01,166,0.6725,3.69,"Analyze technical implications of architect's design concept, calculating weights, volumes, and stress factors."
17-3011.01,170,0.64,3.56,"Prepare cost estimates, contracts, bidding documents, and technical reports for specific projects under an architect's supervision."
17-3011.01,159,0.6375,3.55,"Obtain and assemble data to complete architectural designs, visiting job sites to compile measurements as necessary."
17-3011.01,167,0.62,3.48,Create freehand drawings and lettering to accompany drawings.
17-3011.01,168,0.55,3.2,Prepare colored drawings of landscape and interior designs for presentation to client.
17-3011.01,169,0.4125,2.65,"Reproduce drawings on copy machines or trace copies of plans and drawings, using transparent paper or cloth, ink, pencil, and standard drafting instruments."
17-3011.01,172,0.40249999999999997,2.61,"Build landscape, architectural, and display models."
17-3011.01,171,0.31499999999999995,2.26,"Calculate heat loss and gain of buildings and structures to determine required equipment specifications, following standard procedures."
17-3011.02,1432,0.9650000000000001,4.86,"Produce drawings, using computer-assisted drafting systems (CAD) or drafting machines, or by hand, using compasses, dividers, protractors, triangles, and other drafting devices."
17-3011.02,1433,0.8999999999999999,4.6,"Draft plans and detailed drawings for structures, installations, and construction projects, such as highways, sewage disposal systems, and dikes, working from sketches or notes."
17-3011.02,1437,0.8474999999999999,4.39,"Review rough sketches, drawings, specifications, and other engineering data received from civil engineers to ensure that they conform to design concepts."
17-3011.02,1434,0.7975000000000001,4.19,"Draw maps, diagrams, and profiles, using cross-sections and surveys, to represent elevations, topographical contours, subsurface formations, and structures."
17-3011.02,1438,0.7749999999999999,4.1,"Supervise and train other technologists, technicians, and drafters."
17-3011.02,1440,0.7649999999999999,4.06,"Determine the order of work and method of presentation, such as orthographic or isometric drawing."
17-3011.02,1436,0.75,4.0,"Finish and duplicate drawings and documentation packages according to required mediums and specifications for reproduction, using blueprinting, photography, or other duplicating methods."
17-3011.02,1435,0.735,3.94,"Correlate, interpret, and modify data obtained from topographical surveys, well logs, and geophysical prospecting reports."
17-3011.02,1439,0.6825,3.73,"Supervise or conduct field surveys, inspections, or technical investigations to obtain data required to revise construction drawings."
17-3011.02,1442,0.64,3.56,Explain drawings to production or construction teams and provide adjustments as necessary.
17-3011.02,1445,0.6325,3.53,"Determine quality, cost, strength, and quantity of required materials, and enter figures on materials lists."
17-3011.02,1443,0.625,3.5,Locate and identify symbols on topographical surveys to denote geological and geophysical formations or oil field installations.
17-3011.02,1441,0.5675,3.27,Calculate excavation tonnage and prepare graphs and fill-hauling diagrams for use in earth-moving operations.
17-3011.02,1444,0.53,3.12,"Calculate weights, volumes, and stress factors and their implications for technical aspects of designs."
17-3011.02,1446,0.53,3.12,"Plot characteristics of boreholes for oil and gas wells from photographic subsurface survey recordings and other data, representing depth, degree, and direction of inclination."
17-3013.00,1447,0.9125000000000001,4.65,"Develop detailed design drawings and specifications for mechanical equipment, dies, tools, and controls, using computer-assisted drafting (CAD) equipment."
17-3013.00,1455,0.8325,4.33,"Lay out and draw schematic, orthographic, or angle views to depict functional relationships of components, assemblies, systems, and machines."
17-3013.00,1452,0.8049999999999999,4.22,Modify and revise designs to correct operating deficiencies or to reduce production problems.
17-3013.00,1449,0.8025,4.21,"Review and analyze specifications, sketches, drawings, ideas, and related data to assess factors affecting component designs and the procedures and instructions to be followed."
17-3013.00,1454,0.7975000000000001,4.19,Check dimensions of materials to be used and assign numbers to the materials.
17-3013.00,1453,0.745,3.98,Design scale or full-size blueprints of specialty items such as furniture and automobile body or chassis components.
17-3013.00,1450,0.7275,3.91,"Compute mathematical formulas to develop and design detailed specifications for components or machinery, using computer-assisted equipment."
17-3013.00,1448,0.725,3.9,"Coordinate with and consult other workers to design, lay out, or detail components and systems and to resolve design or other problems."
17-3013.00,1456,0.68,3.72,Confer with customer representatives to review schematics and answer questions pertaining to installation of systems.
17-3013.00,1451,0.68,3.72,Position instructions and comments onto drawings.
17-3013.00,1458,0.6275,3.51,"Supervise and train other drafters, technologists, and technicians."
17-3013.00,1459,0.615,3.46,"Lay out, draw, and reproduce illustrations for reference manuals and technical publications to describe operation and maintenance of mechanical systems."
17-3013.00,1457,0.5725,3.29,"Draw freehand sketches of designs, trace finished drawings onto designated paper for the reproduction of blueprints, and reproduce working drawings on copy machines."
17-3013.00,1460,0.485,2.94,"Shade or color drawings to clarify and emphasize details and dimensions or eliminate background using ink, crayon, airbrush, and overlays."
17-3022.00,1461,0.81,4.24,"Calculate dimensions, square footage, profile and component specifications, and material quantities using calculator or computer."
17-3022.00,1467,0.7825,4.13,Inspect project site and evaluate contractor work to detect design malfunctions and ensure conformance to design specifications and applicable codes.
17-3022.00,1464,0.7749999999999999,4.1,Read and review project blueprints and structural specifications to determine dimensions of structure or system and material requirements.
17-3022.00,1462,0.7675000000000001,4.07,Draft detailed dimensional drawings and design layouts for projects and to ensure conformance to specifications.
17-3022.00,1471,0.76,4.04,Conduct materials test and analysis using tools and equipment and applying engineering knowledge.
17-3022.00,1469,0.7525,4.01,"Develop plans and estimate costs for installation of systems, utilization of facilities, or construction of structures."
17-3022.00,1466,0.72,3.88,"Confer with supervisor to determine project details such as plan preparation, acceptance testing, and evaluation of field conditions."
17-3022.00,1463,0.7125,3.85,"Analyze proposed site factors and design maps, graphs, tracings, and diagrams to illustrate findings."
17-3022.00,1465,0.71,3.84,Prepare reports and document project activities and data.
17-3022.00,1473,0.7025,3.81,Evaluate facility to determine suitability for occupancy and square footage availability.
17-3022.00,1468,0.67,3.68,Plan and conduct field surveys to locate new sites and analyze details of project sites.
17-3022.00,1472,0.66,3.64,Respond to public suggestions and complaints.
17-3022.00,1470,0.5925,3.37,Report maintenance problems occurring at project site to supervisor and negotiate changes to resolve system conflicts.
17-3027.00,1479,0.7375,3.95,"Discuss changes in design, method of manufacture and assembly, and drafting techniques and procedures with staff and coordinate corrections."
17-3027.00,1485,0.6975,3.79,Calculate required capacities for equipment of proposed system to obtain specified performance and submit data to engineering personnel for approval.
17-3027.00,1489,0.6975,3.79,Set up prototype and test apparatus and operate test controlling equipment to observe and record prototype test results.
17-3027.00,1476,0.6825,3.73,"Review project instructions and blueprints to ascertain test specifications, procedures, and objectives, and test nature of technical problems such as redesign."
17-3027.00,1478,0.6675,3.67,"Devise, fabricate, and assemble new or modified mechanical components for products such as industrial machinery or equipment, and measuring instruments."
17-3027.00,1490,0.6675,3.67,"Operate drill press, grinders, engine lathe, or other machines to modify parts tested or to fabricate experimental parts for testing."
17-3027.00,1475,0.665,3.66,"Draft detail drawing or sketch for drafting room completion or to request parts fabrication by machine, sheet or wood shops."
17-3027.00,1482,0.64,3.56,"Analyze test results in relation to design or rated specifications and test objectives, and modify or adjust equipment to meet specifications."
17-3027.00,1486,0.63,3.52,"Record test procedures and results, numerical and graphical data, and recommendations for changes in product or test methods."
17-3027.00,1484,0.6275,3.51,Confer with technicians and submit reports of test results to engineering department and recommend design or material changes.
17-3027.00,1483,0.625,3.5,Evaluate tool drawing designs by measuring drawing dimensions and comparing with original specifications for form and function using engineering skills.
17-3027.00,1487,0.6175,3.47,"Read dials and meters to determine amperage, voltage, electrical output and input at specific operating temperature to analyze parts performance."
17-3027.00,1474,0.6125,3.45,Prepare parts sketches and write work orders and purchase requests to be furnished by outside contractors.
17-3027.00,1477,0.6025,3.41,"Review project instructions and specifications to identify, modify and plan requirements fabrication, assembly and testing."
17-3027.00,1480,0.5875,3.35,Set up and conduct tests of complete units and components under operational conditions to investigate proposals for improving equipment performance.
17-3027.00,1488,0.5725,3.29,"Estimate cost factors including labor and material for purchased and fabricated parts and costs for assembly, testing, or installing."
17-3027.00,1491,0.495,2.98,"Test equipment, using test devices attached to generator, voltage regulator, or other electrical parts, such as generators or spark plugs."
17-3027.00,1481,0.48250000000000004,2.93,Inspect lines and figures for clarity and return erroneous drawings to designer for correction.
19-1020.01,173,0.7825,4.13,"Develop and maintain liaisons and effective working relations with groups and individuals, agencies, and the public to encourage cooperative management strategies or to develop information and interpret findings."
19-1020.01,175,0.7649999999999999,4.06,Collect and analyze biological data about relationships among and between organisms and their environment.
19-1020.01,174,0.7625,4.05,"Program and use computers to store, process, and analyze data."
19-1020.01,181,0.745,3.98,"Plan and administer biological research programs for government, research firms, medical industries, or manufacturing firms."
19-1020.01,176,0.73,3.92,"Study aquatic plants and animals and environmental conditions affecting them, such as radioactivity or pollution."
19-1020.01,186,0.72,3.88,Supervise biological technicians and technologists and other scientists.
19-1020.01,178,0.6925,3.77,"Identify, classify, and study structure, behavior, ecology, physiology, nutrition, culture, and distribution of plant and animal species."
19-1020.01,177,0.6575,3.63,Communicate test results to state and federal representatives and general public.
19-1020.01,182,0.65,3.6,"Research environmental effects of present and potential uses of land and water areas, determining methods of improving environmental conditions or such outputs as crop yields."
19-1020.01,188,0.6475,3.59,Study and manage wild animal populations.
19-1020.01,189,0.6375,3.55,Prepare requests for proposals or statements of work.
19-1020.01,184,0.6325,3.53,"Measure salinity, acidity, light, oxygen content, and other physical conditions of water to determine their relationship to aquatic life."
19-1020.01,191,0.625,3.5,Prepare plans for management of renewable resources.
19-1020.01,185,0.6125,3.45,Teach or supervise students and perform research at universities and colleges.
19-1020.01,180,0.61,3.44,Represent employer in a technical capacity at conferences.
19-1020.01,187,0.5925,3.37,"Study basic principles of plant and animal life, such as origin, relationship, development, anatomy, and function."
19-1020.01,193,0.545,3.18,"Study reactions of plants, animals, and marine species to parasites."
19-1020.01,192,0.5425,3.17,"Develop methods and apparatus for securing representative plant, animal, aquatic, or soil samples."
19-1020.01,194,0.535,3.14,"Develop pest management and control measures, and conduct risk assessments related to pest exclusion, using scientific methods."
19-1023.00,1495,0.8200000000000001,4.28,"Make recommendations on management systems and planning for wildlife populations and habitat, consulting with stakeholders and the public at large to explore options."
19-1023.00,1493,0.7549999999999999,4.02,Inventory or estimate plant and wildlife populations.
19-1023.00,1496,0.6975,3.79,"Disseminate information by writing reports and scientific papers or journal articles, and by making presentations and giving talks for schools, clubs, interest groups and park interpretive programs."
19-1023.00,1492,0.6725,3.69,"Study animals in their natural habitats, assessing effects of environment and industry on animals, interpreting findings and recommending alternative operating conditions for industry."
19-1023.00,1499,0.6375,3.55,Organize and conduct experimental studies with live animals in controlled or natural surroundings.
19-1023.00,1494,0.635,3.54,Analyze characteristics of animals to identify and classify them.
19-1023.00,1497,0.6075,3.43,"Study characteristics of animals, such as origin, interrelationships, classification, life histories and diseases, development, genetics, and distribution."
19-1023.00,1501,0.595,3.38,Coordinate preventive programs to control the outbreak of wildlife diseases.
19-1023.00,1502,0.5825,3.33,Prepare collections of preserved specimens or microscopic slides for species identification and study of development or disease.
19-1023.00,1503,0.5525,3.21,Raise specimens for study and observation or for use in experiments.
19-1023.00,1504,0.5375,3.15,Collect and dissect animal specimens and examine specimens under microscope.
19-1023.00,1498,0.5075,3.03,"Perform administrative duties, such as fundraising, public relations, budgeting, and supervision of zoo staff."
19-1032.00,210,0.8725,4.49,Procure timber from private landowners.
19-1032.00,195,0.7749999999999999,4.1,Monitor contract compliance and results of forestry activities to assure adherence to government regulations.
19-1032.00,199,0.7275,3.91,"Plan and supervise forestry projects, such as determining the type, number and placement of trees to be planted, managing tree nurseries, thinning forest and monitoring growth of new seedlings."
19-1032.00,200,0.7275,3.91,"Negotiate terms and conditions of agreements and contracts for forest harvesting, forest management and leasing of forest lands."
19-1032.00,196,0.7175,3.87,Establish short- and long-term plans for management of forest lands and forest resources.
19-1032.00,212,0.7025,3.81,"Plan cutting programs and manage timber sales from harvested areas, assisting companies to achieve production goals."
19-1032.00,202,0.6875,3.75,Determine methods of cutting and removing timber with minimum waste and environmental damage.
19-1032.00,197,0.68,3.72,Supervise activities of other forestry workers.
19-1032.00,207,0.66,3.64,Perform inspections of forests or forest nurseries.
19-1032.00,206,0.6475,3.59,Plan and direct forest surveys and related studies and prepare reports and recommendations.
19-1032.00,201,0.64,3.56,"Direct, and participate in, forest fire suppression."
19-1032.00,215,0.64,3.56,"Contact local forest owners and gain permission to take inventory of the type, amount, and location of all standing timber on the property."
19-1032.00,208,0.6275,3.51,Map forest area soils and vegetation to estimate the amount of standing timber and future value and growth.
19-1032.00,198,0.6225,3.49,"Choose and prepare sites for new trees, using controlled burning, bulldozers, or herbicides to clear weeds, brush, and logging debris."
19-1032.00,204,0.615,3.46,Monitor forest-cleared lands to ensure that they are reclaimed to their most suitable end use.
19-1032.00,205,0.6125,3.45,Plan and implement projects for conservation of wildlife habitats and soil and water quality.
19-1032.00,211,0.61,3.44,Subcontract with loggers or pulpwood cutters for tree removal and to aid in road layout.
19-1032.00,216,0.6075,3.43,"Provide advice and recommendations, as a consultant on forestry issues, to private woodlot owners, firefighters, government agencies or to companies."
19-1032.00,203,0.6075,3.43,"Analyze effect of forest conditions on tree growth rates and tree species prevalence and the yield, duration, seed production, growth viability, and germination of different species."
19-1032.00,213,0.595,3.38,Monitor wildlife populations and assess the impacts of forest operations on population and habitats.
19-1032.00,219,0.5775,3.31,Develop techniques for measuring and identifying trees.
19-1032.00,217,0.57,3.28,"Study different tree species' classification, life history, light and soil requirements, adaptation to new environmental conditions and resistance to disease and insects."
19-1032.00,214,0.555,3.22,"Plan and direct construction and maintenance of recreation facilities, fire towers, trails, roads and bridges, ensuring that they comply with guidelines and regulations set for forested public lands."
19-1032.00,209,0.5,3.0,Conduct public educational programs on forest care and conservation.
19-1032.00,218,0.3075,2.23,Develop new techniques for wood or residue use.
19-2031.00,1505,0.8799999999999999,4.52,"Analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques."
19-2031.00,1513,0.8300000000000001,4.32,"Prepare test solutions, compounds, or reagents for laboratory personnel to conduct tests."
19-2031.00,1510,0.8025,4.21,"Induce changes in composition of substances by introducing heat, light, energy, or chemical catalysts for quantitative or qualitative analysis."
19-2031.00,1507,0.7949999999999999,4.18,Compile and analyze test information to determine process or equipment operating efficiency or to diagnose malfunctions.
19-2031.00,1511,0.7549999999999999,4.02,"Write technical papers or reports or prepare standards and specifications for processes, facilities, products, or tests."
19-2031.00,1508,0.745,3.98,"Confer with scientists or engineers to conduct analyses of research projects, interpret test results, or develop nonstandard tests."
19-2031.00,1506,0.7275,3.91,"Develop, improve, or customize products, equipment, formulas, processes, or analytical methods."
19-2031.00,1509,0.7225,3.89,"Direct, coordinate, or advise personnel in test procedures for analyzing components or physical properties of materials."
19-2031.00,1512,0.685,3.74,"Study effects of various methods of processing, preserving, or packaging on composition or properties of foods."
19-2041.00,1517,0.7025,3.81,"Review and implement environmental technical standards, guidelines, policies, and formal regulations that meet all appropriate requirements."
19-2041.00,1520,0.6775,3.71,"Analyze data to determine validity, quality, and scientific significance and to interpret correlations between human activities and environmental effects."
19-2041.00,1524,0.6475,3.59,"Develop the technical portions of legal documents, administrative orders, or consent decrees."
19-2041.00,1519,0.645,3.58,"Provide advice on proper standards and regulations or the development of policies, strategies, or codes of practice for environmental management."
19-2041.00,1523,0.6425,3.57,"Prepare charts or graphs from data samples, providing summary information on the environmental relevance of the data."
19-2041.00,1515,0.635,3.54,Evaluate violations or problems discovered during inspections to determine appropriate regulatory actions or to provide advice on the development and prosecution of regulatory cases.
19-2041.00,1514,0.6225,3.49,Conduct environmental audits or inspections or investigations of violations.
19-2041.00,1533,0.615,3.46,"Develop methods to minimize the impact of production processes on the environment, based on the study and assessment of industrial production, environmental legislation, and physical, biological, and social environments."
19-2041.00,1522,0.605,3.42,Determine data collection methods to be employed in research projects or surveys.
19-2041.00,1530,0.6,3.4,Monitor effects of pollution or land degradation and recommend means of prevention or control.
19-2041.00,1531,0.58,3.32,Design or direct studies to obtain technical environmental information about planned projects.
19-2041.00,1534,0.5775,3.31,"Plan or develop research models, using knowledge of mathematical and statistical concepts."
19-2041.00,1525,0.5675,3.27,Investigate and report on accidents affecting the environment.
19-2041.00,1526,0.545,3.18,Monitor environmental impacts of development activities.
19-2041.00,1529,0.495,2.98,Research sources of pollution to determine their effects on the environment and to develop theories or methods of pollution abatement or control.
19-2041.00,1528,0.48750000000000004,2.95,"Develop programs designed to obtain the most productive, non-damaging use of land."
19-3051.00,220,0.835,4.34,"Design, promote, or administer government plans or policies affecting land use, zoning, public utilities, community facilities, housing, or transportation."
19-3051.00,226,0.8049999999999999,4.22,"Advise planning officials on project feasibility, cost-effectiveness, regulatory conformance, or possible alternatives."
19-3051.00,222,0.7649999999999999,4.06,"Recommend approval, denial, or conditional approval of proposals."
19-3051.00,228,0.7649999999999999,4.06,"Discuss with planning officials the purpose of land use projects, such as transportation, conservation, residential, commercial, industrial, or community use."
19-3051.00,227,0.7575000000000001,4.03,"Conduct field investigations, surveys, impact studies, or other research to compile and analyze data on economic, social, regulatory, or physical factors affecting land use."
19-3051.00,230,0.7225,3.89,Mediate community disputes or assist in developing alternative plans or recommendations for programs or projects.
19-3051.00,229,0.72,3.88,"Keep informed about economic or legal issues involved in zoning codes, building codes, or environmental regulations."
19-3051.00,233,0.7025,3.81,Supervise or coordinate the work of urban planning technicians or technologists.
19-3051.00,225,0.65,3.6,"Create, prepare, or requisition graphic or narrative reports on land use data, including land area maps overlaid with geographic variables, such as population density."
19-3051.00,231,0.6425,3.57,Coordinate work with economic consultants or architects during the formulation of plans or the design of large pieces of infrastructure.
19-3051.00,232,0.64,3.56,Review and evaluate environmental impact reports pertaining to private or public planning projects or programs.
19-4031.00,1538,0.8999999999999999,4.6,Compile and interpret results of tests and analyses.
19-4031.00,1537,0.8975,4.59,"Conduct chemical or physical laboratory tests to assist scientists in making qualitative or quantitative analyses of solids, liquids, or gaseous materials."
19-4031.00,1541,0.8875,4.55,"Maintain, clean, or sterilize laboratory instruments or equipment."
19-4031.00,1536,0.8574999999999999,4.43,"Set up and conduct chemical experiments, tests, and analyses, using techniques such as chromatography, spectroscopy, physical or chemical separation techniques, or microscopy."
19-4031.00,1535,0.8425,4.37,Monitor product quality to ensure compliance with standards and specifications.
19-4031.00,1540,0.8374999999999999,4.35,"Prepare chemical solutions for products or processes, following standardized formulas, or create experimental formulas."
19-4031.00,1544,0.8049999999999999,4.22,"Develop or conduct programs of sampling and analysis to maintain quality standards of raw materials, chemical intermediates, or products."
19-4031.00,1539,0.7749999999999999,4.1,Provide technical support or assistance to chemists or engineers.
19-4031.00,1542,0.7725,4.09,Write technical reports or prepare graphs or charts to document experimental results.
19-4031.00,1545,0.7225,3.89,Direct or monitor other workers producing chemical products.
19-4031.00,1548,0.7025,3.81,Design or fabricate experimental apparatus to develop new products or processes.
19-4031.00,1546,0.69,3.76,"Operate experimental pilot plants, assisting with experimental design."
19-4031.00,1543,0.67,3.68,Order and inventory materials to maintain supplies.
19-4031.00,1547,0.5925,3.37,Develop new chemical engineering processes or production techniques.
19-4091.00,1560,0.81,4.24,Discuss test results and analyses with customers.
19-4091.00,1549,0.7625,4.05,"Record test data and prepare reports, summaries, or charts that interpret test results."
19-4091.00,1570,0.75,4.0,Develop or implement programs for monitoring of environmental pollution or radiation.
19-4091.00,1553,0.7225,3.89,Calibrate microscopes or test instruments.
19-4091.00,1552,0.69,3.76,"Provide information or technical or program assistance to government representatives, employers, or the general public on the issues of public health, environmental protection, or workplace safety."
19-4091.00,1550,0.6625,3.65,"Collect samples of gases, soils, water, industrial wastewater, or asbestos products to conduct tests on pollutant levels or identify sources of pollution."
19-4091.00,1555,0.6425,3.57,Inspect sanitary conditions at public facilities.
19-4091.00,1567,0.6325,3.53,"Examine and analyze material for presence and concentration of contaminants, such as asbestos, using variety of microscopes."
19-4091.00,1565,0.6325,3.53,"Inspect workplaces to ensure the absence of health and safety hazards, such as high noise levels, radiation, or potential lighting hazards."
19-4091.00,1566,0.625,3.5,"Weigh, analyze, or measure collected sample particles, such as lead, coal dust, or rock, to determine concentration of pollutants."
19-4091.00,1558,0.625,3.5,Initiate procedures to close down or fine establishments violating environmental or health regulations.
19-4091.00,1562,0.6125,3.45,Perform statistical analysis of environmental data.
19-4091.00,1556,0.6125,3.45,Prepare samples or photomicrographs for testing and analysis.
19-4091.00,1563,0.605,3.42,"Set up equipment or stations to monitor and collect pollutants from sites, such as smoke stacks, manufacturing plants, or mechanical equipment."
19-4091.00,1559,0.605,3.42,Determine amounts and kinds of chemicals to use in destroying harmful organisms or removing impurities from purification systems.
19-4091.00,1554,0.6025,3.41,Make recommendations to control or eliminate unsafe conditions at workplaces or public facilities.
19-4091.00,1564,0.595,3.38,"Distribute permits, closure plans, or cleanup plans."
